456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604744,1,"Additional column


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid data. Only data should be week, placementId, CPE",UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604747,2,"Too few column(s)


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid data. Only data should be week, placementId, CPE",UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604748,3,"Too few column(s)


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid data. Only data should be week, placementId, CPE",UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604751,4,"missing data in row


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,Error message indicating invalid data. File should not contain empty or null values,UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604752,5,"Blank row in file


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,Error message indicating invalid data. File should not contain empty or null values,UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604753,6,"Cell contains special characters


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,Error message indicating invalid data.,UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604754,7,"Invalid File Format

URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,Error message indicating invalid file format. Only csv file accepted.,UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604755,8,"Missing header row

URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid file format / no header row. Header must be ""week, placementId, CPE"".",UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604756,9,"File is empty or blank

URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,Error message indicating invalid file format.,UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604757,10,"Invalid header value

URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid header. Header must be ""week,placementId,CPE"".",UNEXECUTED
456398,(MVP) TaxonomyCost APIs,ATTR-2504,[TaxCostAdmin] API TaxCostFileUpload - POST N COST File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604758,11,"CLONE -  Invalid header - missing value

URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=COST

Headers:
Authorization : <validAuthorizationToken>


Body:

form-data
Valid Upload File (see attached)",,"Error message indicating invalid header. Header must be ""week,placementId,CPE"".",UNEXECUTED
456397,(MVP) TaxonomyCost APIs,ATTR-2503,[TaxCostAdmin] API TaxCostFileUpload - POST N Taxonomy File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604729,1,"Cell Contains no value


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=TAX

Headers:
Authorization : <validAuthorizationToken>
Content-Type : application/octet-stream

Accept : application/octet-stream

Body:

binary
Upload File (see attached)",use attached file at right,Error or warning message that row data is missing,UNEXECUTED
456397,(MVP) TaxonomyCost APIs,ATTR-2503,[TaxCostAdmin] API TaxCostFileUpload - POST N Taxonomy File Upload Negative Test Cases,,Attribution,,Unscheduled,Medium,,Bruce Katz,22-May-19,FAIL,,,22-May-19,,,2604733,2,"Row Contains no value


URL: 
https://feature-admin-api.nielsen-attr.com/admin/upload/<clientId>/<brandId>/?type=TAX

Headers:
Authorization : <validAuthorizationToken>
Content-Type : application/octet-stream

Accept : application/octet-stream

Body:

binary
Upload File (see attached)",use attached file at right,Error or warning message that row data is missing,UNEXECUTED
